"site_id","species","count","UTM.EW","UTM.NS","Precipitation","Elevation","Age.cat","Geology","Habitat","Stream","EnvHet","x","y","x_n","y_n"
20,"Casearia aculeata",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Casearia aculeata",1,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Casearia aculeata",1,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Casearia aculeata",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Casearia aculeata",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Casearia aculeata",1,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Casearia aculeata",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Casearia aculeata",2,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Casearia aculeata",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Casearia aculeata",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Casearia aculeata",1,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Casearia aculeata",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Casearia aculeata",1,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Casearia aculeata",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Casearia aculeata",7,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Casearia aculeata",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Casearia aculeata",1,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Casearia aculeata",1,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Casearia aculeata",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Casearia aculeata",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Casearia aculeata",1,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Casearia aculeata",1,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Casearia aculeata",1,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Casearia aculeata",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Casearia aculeata",1,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Casearia aculeata",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Casearia aculeata",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Casearia aculeata",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Casearia aculeata",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Casearia aculeata",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Casearia aculeata",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Casearia arborea",1,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Casearia arborea",1,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Casearia arborea",3,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Casearia arborea",2,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Casearia arborea",4,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Casearia arborea",1,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Casearia arborea",2,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Casearia arborea",3,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Casearia arborea",9,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Casearia arborea",7,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Casearia arborea",2,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Casearia arborea",1,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Casearia arborea",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Casearia arborea",4,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Casearia arborea",6,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Casearia arborea",1,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Casearia arborea",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Casearia arborea",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Casearia arborea",4,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Casearia arborea",6,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Casearia arborea",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Casearia arborea",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Casearia arborea",1,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Casearia arborea",1,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Casearia arborea",3,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Casearia arborea",1,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Casearia arborea",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Casearia arborea",2,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Casearia arborea",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Casearia arborea",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Casearia arborea",1,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Casearia arborea",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Casearia arborea",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Casearia arborea",8,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Casearia arborea",3,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Casearia arborea",5,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Casearia arborea",1,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Casearia arborea",2,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Casearia arborea",2,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Casearia arborea",4,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Casearia arborea",1,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Casearia arborea",1,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Casearia arborea",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Casearia arborea",1,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Casearia arborea",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Casearia arborea",2,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Casearia arborea",1,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Casearia arborea",2,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Casearia arborea",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Casearia arborea",1,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Casearia commersoniana",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Casearia commersoniana",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Casearia commersoniana",1,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Casearia commersoniana",0,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Casearia commersoniana",1,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Casearia commersoniana",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Casearia commersoniana",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Casearia commersoniana",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Casearia commersoniana",1,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Casearia commersoniana",0,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Casearia commersoniana",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Casearia commersoniana",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Casearia commersoniana",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Casearia commersoniana",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Casearia commersoniana",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Casearia commersoniana",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Casearia commersoniana",0,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Casearia commersoniana",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Casearia commersoniana",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Casearia commersoniana",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Casearia commersoniana",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Casearia commersoniana",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Casearia commersoniana",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Casearia commersoniana",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Casearia commersoniana",0,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Casearia commersoniana",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Casearia commersoniana",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Casearia commersoniana",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Casearia commersoniana",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Casearia commersoniana",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Casearia commersoniana",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Casearia commersoniana",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Casearia commersoniana",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Casearia commersoniana",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Casearia commersoniana",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Casearia commersoniana",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Casearia commersoniana",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Casearia commersoniana",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Casearia commersoniana",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Casearia commersoniana",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Casearia commersoniana",0,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Casearia commersoniana",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Casearia commersoniana",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Casearia commersoniana",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Casearia commersoniana",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Casearia commersoniana",0,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Casearia commersoniana",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Casearia commersoniana",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Casearia commersoniana",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Casearia commersoniana",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Casearia guianensis",0,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Casearia guianensis",0,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Casearia guianensis",0,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Casearia guianensis",0,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Casearia guianensis",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Casearia guianensis",0,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Casearia guianensis",0,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Casearia guianensis",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Casearia guianensis",0,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Casearia guianensis",0,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Casearia guianensis",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Casearia guianensis",0,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Casearia guianensis",0,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Casearia guianensis",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Casearia guianensis",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
16,"Casearia guianensis",0,626053.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8527567928327,9.14938917569145,4,5
17,"Casearia guianensis",1,626053.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8527538949844,9.15029349487065,4,4
18,"Casearia guianensis",0,626053.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.6592,-79.8527509968375,9.15119781400391,4,3
19,"Casearia guianensis",0,626053.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8527480983919,9.15210213309126,4,2
20,"Casearia guianensis",0,626053.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8527451996478,9.15300645213267,4,1
21,"Casearia guianensis",0,626153.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.2688,-79.8518467977987,9.14938629492502,5,5
22,"Casearia guianensis",0,626153.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.2112,-79.8518438976531,9.15029061381477,5,4
23,"Casearia guianensis",0,626153.967,1011768.985,2530,120,"c3","Tb","Swamp","No",0.624,-79.8518409972086,9.15119493265859,5,3
24,"Casearia guianensis",0,626153.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4352,-79.8518380964652,9.15209925145649,5,2
25,"Casearia guianensis",0,626153.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0.608,-79.851835195423,9.15300357020846,5,1
26,"Casearia guianensis",0,626253.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.3648,-79.8509368030636,9.14938341187565,6,5
27,"Casearia guianensis",0,626253.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8509339006206,9.15028773047574,6,4
28,"Casearia guianensis",0,626253.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.3328,-79.8509309978785,9.15119204902989,6,3
29,"Casearia guianensis",0,626253.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0.6528,-79.8509280948373,9.15209636753811,6,2
30,"Casearia guianensis",0,626253.967,1011968.985,2530,120,"c3","Tb","Young","No",0.6144,-79.8509251914971,9.15300068600041,6,1
31,"Casearia guianensis",0,626353.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4928,-79.8500268086276,9.14938052654337,7,5
32,"Casearia guianensis",0,626353.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.7264,-79.8500239038872,9.15028484485356,7,4
33,"Casearia guianensis",0,626353.967,1011768.985,2530,120,"c2","Tb","OldHigh","No",0.0768,-79.8500209988476,9.15118916311781,7,3
34,"Casearia guianensis",0,626353.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8500180935086,9.15209348133613,7,2
35,"Casearia guianensis",0,626353.967,1011968.985,2530,120,"c3","Tb","Young","No",0.3328,-79.8500151878703,9.15299779950852,7,1
36,"Casearia guianensis",0,626453.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8491168144908,9.14937763892818,8,5
37,"Casearia guianensis",0,626453.967,1011668.985,2530,120,"c3","Tb","OldHigh","No",0.3648,-79.8491139074532,9.15028195694823,8,4
38,"Casearia guianensis",0,626453.967,1011768.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491110001159,9.15118627492235,8,3
39,"Casearia guianensis",0,626453.967,1011868.985,2530,120,"c3","Tb","OldHigh","No",0,-79.8491080924791,9.15209059285054,8,2
40,"Casearia guianensis",0,626453.967,1011968.985,2530,120,"c3","Tb","OldHigh","No",0.6208,-79.8491051845428,9.1529949107328,8,1
41,"Casearia guianensis",0,626553.967,1011568.985,2530,120,"c3","Tb","OldSlope","No",0.4032,-79.8482068206537,9.14937474903008,9,5
42,"Casearia guianensis",0,626553.967,1011668.985,2530,120,"c3","Tb","OldSlope","No",0.1472,-79.8482039113186,9.15027906675977,9,4
43,"Casearia guianensis",0,626553.967,1011768.985,2530,120,"c3","Tb","OldSlope","No",0.0768,-79.8482010016838,9.15118338444353,9,3
44,"Casearia guianensis",0,626553.967,1011868.985,2530,120,"c3","Tb","OldSlope","No",0.5568,-79.8481980917492,9.15208770208136,9,2
45,"Casearia guianensis",0,626553.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.3424,-79.8481951815149,9.15299201967325,9,1
46,"Casearia guianensis",1,626653.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8472968271163,9.14937185684906,10,5
47,"Casearia guianensis",0,626653.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0.3648,-79.8472939154839,9.15027617428817,10,4
48,"Casearia guianensis",0,626653.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0.4608,-79.8472910035516,9.15118049168134,10,3
49,"Casearia guianensis",0,626653.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.4992,-79.8472880913192,9.15208480902858,10,2
50,"Casearia guianensis",0,626653.967,1011968.985,2530,120,"c3","Tb","OldSlope","Yes",0.6368,-79.8472851787867,9.15298912632988,10,1
1,"Casearia sylvestris",2,625753.967,1011568.985,2530,120,"c3","Tb","OldSlope","Yes",0.6272,-79.8554867797253,9.1493978042932,1,5
2,"Casearia sylvestris",1,625753.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3936,-79.855483888769,9.15030212433934,1,4
3,"Casearia sylvestris",0,625753.967,1011768.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554809975149,9.15120644433956,1,3
4,"Casearia sylvestris",0,625753.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.8554781059628,9.15211076429386,1,2
5,"Casearia sylvestris",0,625753.967,1011968.985,2530,120,"c3","Tb","OldSlope","No",0.4608,-79.8554752141129,9.15301508420223,1,1
6,"Casearia sylvestris",3,625853.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.0768,-79.8545767837962,9.14939493037555,2,5
7,"Casearia sylvestris",1,625853.967,1011668.985,2530,120,"c3","Tb","OldLow","Yes",0.3808,-79.8545738905426,9.15029925013294,2,4
8,"Casearia sylvestris",0,625853.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.2112,-79.8545709969909,9.1512035698444,2,3
9,"Casearia sylvestris",1,625853.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0,-79.854568103141,9.15210788950995,2,2
10,"Casearia sylvestris",1,625853.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8545652089929,9.15301220912956,2,1
11,"Casearia sylvestris",0,625953.967,1011568.985,2530,120,"c3","Tb","OldLow","No",0.4032,-79.8536667881653,9.14939205417497,3,5
12,"Casearia sylvestris",1,625953.967,1011668.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536638926143,9.15029637364337,3,4
13,"Casearia sylvestris",1,625953.967,1011768.985,2530,120,"c3","Tb","OldLow","Yes",0.6624,-79.853660996765,9.15120069306585,3,3
14,"Casearia sylvestris",0,625953.967,1011868.985,2530,120,"c3","Tb","OldLow","No",0.1472,-79.8536581006173,9.15210501244241,3,2
15,"Casearia sylvestris",0,625953.967,1011968.985,2530,120,"c3","Tb","OldLow","No",0,-79.8536552041712,9.15300933177304,3,1
